can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,198869,0,0,0,0,0,2,4.3,3.8,6,Benjamin,6.0,11,False,,,55,198869.jpg,6.0,False,White,0.9,False,,a,1,3,6,7139,7139,3216,3216,1.1,1.1,White,241.0,2021-07-30,1997-10-08,False,p198869,70,0,0,1,0,0,0,0,0,0,0,0,23,15.4,11.3,1.0,2.8,6,4,2,8,1,0.01,0.01,0.02,0.85,93,38,87,25,177,53,113,33,,,,,,,0.01,0.0,0.01,0.02,1.09,0.0,142,15,51,27,51,27,186,71,1.29,1.29,10.29
True,True,,,206325,0,0,0,0,0,2,3.6,3.1,0,Oleksandr,0.0,12,False,,,50,206325.jpg,0.0,False,Zinchenko,0.4,False,,a,1,3,0,1993,1993,3317,3317,0.0,0.0,Zinchenko,225.0,2022-07-22,1996-12-15,False,p206325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,535,206,541,206,514,195,549,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,258,38,545,201,545,201,278,103,0.0,0.0,0.0
True,True,,,563324,0,0,0,0,0,2,2.0,1.5,0,Brayden,0.0,13,False,,,40,563324.jpg,0.0,False,Clarke,0.6,False,,a,1,3,0,3171,3171,3422,3422,0.0,0.0,Clarke,,,,False,p563324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,341,145,338,146,283,115,357,147,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673,212,350,135,350,135,233,86,0.0,0.0,0.0
True,True,,,588793,0,0,0,0,0,2,2.0,1.5,0,Maldini,0.0,14,False,,,40,588793.jpg,0.0,False,Kacurri,0.2,False,,a,1,3,0,716,716,1142,1142,0.0,0.0,Kacurri,,,,False,p588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,350,151,347,152,292,121,366,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,219,359,141,359,141,392,146,0.0,0.0,0.0
True,True,,,499167,0,0,0,0,0,2,2.0,1.5,0,Josh,0.0,15,False,,,40,499167.jpg,0.0,False,Nichols,0.2,False,,a,1,3,0,608,608,1039,1039,0.0,0.0,Nichols,241.0,2024-07-24,2006-07-26,False,p499167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,318,127,315,128,259,96,334,129,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,192,327,117,327,117,383,142,0.0,0.0,0.0
True,True,,,223340,0,0,0,0,0,3,4.0,3.5,3,Bukayo,3.0,16,False,,,100,223340.jpg,3.0,False,Saka,16.8,False,,a,1,3,3,48469,48469,42994,42994,0.3,0.3,Saka,241.0,2018-11-28,2001-09-05,False,p223340,90,0,0,1,0,0,0,0,0,0,0,0,5,10.0,16.4,5.0,3.1,0,2,3,5,1,0.08,0.09,0.17,1.59,143,51,52,38,110,64,104,56,1.0,,4.0,,1.0,,0.08,0.0,0.09,0.17,1.59,0.0,5,3,113,58,113,58,27,7,1.0,1.0,5.0
True,True,,,184029,0,0,0,0,0,3,3.6,3.1,5,Martin,5.0,17,False,,,80,184029.jpg,5.0,False,Ødegaard,3.7,False,,a,1,3,5,18737,18737,14660,14660,0.6,0.6,Ødegaard,161.0,2021-08-20,1998-12-17,False,p184029,90,0,0,1,0,0,0,0,0,0,0,0,16,17.8,17.3,17.0,5.2,6,7,1,14,1,0.13,0.09,0.22,1.59,82,30,49,35,56,34,48,32,3.0,,2.0,,2.0,,0.13,0.0,0.09,0.22,1.59,0.0,14,8,71,24,71,24,88,29,1.0,1.0,14.0
True,True,,,248857,0,0,0,0,0,3,3.3,2.8,1,Noni,1.0,18,False,,,70,248857.jpg,1.0,False,Madueke,1.1,False,,a,1,3,1,2169,2169,8668,8668,0.1,0.1,Madueke,241.0,2025-07-18,2002-03-10,False,p248857,30,0,0,0,0,0,0,0,0,0,0,0,2,1.6,10.7,2.0,1.4,0,0,0,0,0,0.00,0.02,0.02,0.91,227,104,98,63,169,95,195,90,,,,,,,0.0,0.0,0.06,0.06,2.73,0.0,38,25,243,125,243,125,173,57,0.0,0.0,0.0
True,True,,,444145,0,0,0,0,0,3,3.3,2.8,1,Gabriel,1.0,19,False,,,70,444145.jpg,1.0,False,Martinelli Silva,1.5,False,,a,1,3,1,4501,4501,8131,8131,0.1,0.1,Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,59,0,0,0,0,0,0,0,0,0,0,0,7,6.2,10.3,21.0,3.8,0,3,1,4,1,0.04,0.01,0.05,0.68,169,66,102,66,39,21,86,48,,,,,,,0.06,0.0,0.02,0.08,1.04,0.0,40,26,245,126,245,126,153,51,1.53,0.0,6.1
True,True,100.0,75.0,116216,0,0,0,0,0,3,3.3,2.1,0,Leandro,0.0,20,False,,2025-08-10T18:00:05.270079Z,70,116216.jpg,0.0,False,Trossard,0.3,False,,a,1,3,0,204,204,4282,4282,0.0,0.0,Trossard,21.0,2023-01-20,1994-12-04,False,p116216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,681,301,685,302,685,302,685,302,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,31,18,684,302,684,302,289,92,0.0,0.0,0.0
True,True,,,204480,0,0,0,0,0,3,3.2,2.7,6,Declan,6.0,21,False,,,65,204480.jpg,6.0,False,Rice,8.0,False,,a,1,3,6,32627,32627,29841,29841,0.9,0.9,Rice,241.0,2023-07-15,1999-01-14,False,p204480,82,0,1,1,0,0,0,0,0,0,0,0,14,2.8,2.3,8.0,1.3,1,3,0,4,1,0.17,0.01,0.18,1.10,212,96,144,88,84,49,203,95,2.0,,1.0,,,,0.19,0.0,0.01,0.2,1.21,0.0,52,36,59,15,59,15,53,17,1.1,1.1,4.39
True,True,,,195384,0,0,0,0,0,3,3.1,2.6,1,Mikel,1.0,22,False,,,60,195384.jpg,1.0,False,Merino Zazón,0.6,False,,a,1,3,1,2863,2863,8055,8055,0.2,0.2,Merino,200.0,2024-08-27,1996-06-22,False,p195384,7,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,1,0,0,1,0,0.00,0.00,0.00,0.48,230,107,664,288,660,286,260,124,,,,,,,0.0,0.0,0.0,0.0,6.17,0.0,91,63,232,118,232,118,228,74,0.0,0.0,12.86
True,True,,,438098,0,0,0,0,0,3,3.0,2.5,0,Fábio,0.0,23,False,,,55,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,a,1,3,0,243,243,475,475,0.0,0.0,Fábio Vieira,173.0,2022-06-21,2000-05-30,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,631,269,638,273,627,266,640,273,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,172,111,636,273,636,273,586,233,0.0,0.0,0.0
True,True,75.0,,128295,0,0,0,0,0,3,2.3,2.5,0,Christian,0.0,24,False,Knock - 75% chance of playing,2025-08-18T08:00:05.297235Z,55,128295.jpg,0.0,False,Nørgaard,0.6,False,,d,1,3,0,1030,1030,7678,7678,0.0,0.0,Nørgaard,58.0,2025-07-10,1994-03-10,False,p128295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,609,254,614,258,597,247,618,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,128,83,616,259,616,259,236,77,0.0,0.0,0.0
True,True,,,499175,0,0,0,0,0,3,3.0,2.5,0,Ethan,0.0,25,False,,,55,499175.jpg,0.0,False,Nwaneri,0.3,False,,a,1,3,0,1126,1126,3691,3691,0.0,0.0,Nwaneri,241.0,2022-09-17,2007-03-21,False,p499175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,644,276,652,280,643,273,654,280,4.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,123,651,280,651,280,321,105,0.0,0.0,0.0
True,True,,,481655,0,0,0,0,0,3,3.0,2.5,5,Martín,5.0,26,False,,,55,481655.jpg,5.0,False,Zubimendi Ibáñez,2.2,False,,a,1,3,5,14321,14321,14669,14669,0.9,0.9,Zubimendi,200.0,2025-07-06,1999-02-02,False,p481655,90,0,0,1,0,0,0,0,0,0,0,0,15,16.0,1.9,2.0,2.0,4,5,3,12,1,0.00,0.01,0.01,1.59,89,32,153,92,159,89,159,75,,,,,,,0.0,0.0,0.01,0.01,1.59,0.0,188,120,67,20,67,20,114,37,1.0,1.0,12.0
True,True,,,200641,0,0,0,0,0,3,2.5,2.0,0,Reiss,0.0,27,False,,,50,200641.jpg,0.0,False,Nelson,0.1,False,,a,1,3,0,904,904,1462,1462,0.0,0.0,Nelson,241.0,2017-07-12,1999-12-10,False,p200641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,532,206,538,213,511,195,546,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,253,159,542,214,542,214,445,146,0.0,0.0,0.0
True,True,,,588796,0,0,0,0,0,3,2.0,1.5,0,Ismeal,0.0,28,False,,,45,588796.jpg,0.0,False,Kabia,0.3,False,,a,1,3,0,1969,1969,2525,2525,0.0,0.0,Kabia,152.0,2024-09-14,2005-12-10,False,p588796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,491,177,495,186,458,162,506,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541,294,505,189,505,189,310,100,0.0,0.0,0.0
True,True,,,437742,0,0,0,0,0,3,2.0,1.5,0,Albert,0.0,29,False,,,45,437742.jpg,0.0,False,Sambi Lokonga,0.1,False,,a,1,3,0,874,874,1190,1190,0.0,0.0,Sambi,21.0,2021-07-19,1999-10-22,False,p437742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,408,123,407,131,366,108,423,131,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,236,420,135,420,135,442,144,0.0,0.0,0.0
True,True,,,219847,0,0,0,0,0,4,3.4,2.9,1,Kai,1.0,30,False,,,75,219847.jpg,1.0,False,Havertz,1.3,False,,a,1,3,1,5565,5565,10857,10857,0.1,0.1,Havertz,80.0,2023-06-28,1999-06-11,False,p219847,30,0,0,0,0,0,0,0,0,0,0,0,4,1.8,0.8,2.0,0.5,0,2,0,2,0,0.00,0.01,0.01,0.91,226,17,194,16,170,26,240,26,,,,,,,0.0,0.0,0.03,0.03,2.73,0.0,22,10,248,25,248,25,162,28,0.0,0.0,6.0
True,True,0.0,0.0,205651,0,0,0,0,0,4,0.0,0.0,0,Gabriel,0.0,31,False,Knee injury - Unknown return date,2025-07-21T10:00:04.697564Z,65,205651.jpg,0.0,False,Fernando de Jesus,0.0,False,,i,1,3,0,156,156,613,613,0.0,0.0,G.Jesus,30.0,2022-07-04,1997-04-03,False,p205651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,669,66,676,69,674,69,675,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53,17,674,69,674,69,578,69,0.0,0.0,0.0
True,True,,,500040,0,0,0,0,0,2,4.3,3.8,0,Cristhian,0.0,662,False,,,55,500040.jpg,0.0,False,Mosquera,0.1,False,,a,1,3,0,261,261,1024,1024,0.0,0.0,Mosquera,200.0,2025-07-24,2004-06-27,False,p500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,645,229,653,228,644,225,655,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,196,29,652,226,652,226,457,175,0.0,0.0,0.0
True,True,,,224117,0,0,0,0,0,4,3.8,3.3,1,Viktor,1.0,666,False,,,90,224117.jpg,1.0,False,Gyökeres,25.5,False,,a,1,3,1,90745,90745,124266,124266,0.1,0.1,Gyökeres,206.0,2025-07-26,1998-06-04,False,p224117,59,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5.5,6.0,1.2,1,1,0,2,1,0.00,0.06,0.06,0.68,239,20,111,8,106,23,209,19,,,,,,,0.0,0.0,0.09,0.09,1.04,0.0,8,4,252,28,252,28,11,4,1.53,0.0,3.05
True,True,100.0,0.0,98980,0,0,0,0,0,1,3.1,0.0,0,Emiliano,0.0,32,False,,2025-07-21T10:00:04.758838Z,50,98980.jpg,0.0,False,Martínez Romero,0.8,False,,a,2,7,0,8770,8770,3405,3405,0.0,0.0,Martinez,10.0,2020-09-16,1992-09-02,False,p98980,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,518,77,522,71,491,70,532,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,227,9,529,77,529,77,198,27,0.0,0.0,0.0
True,True,,,72147,0,0,0,0,0,1,2.3,1.8,7,Marco,7.0,33,False,,,45,72147.jpg,7.0,False,Bizot,0.7,False,,a,2,7,7,22986,22986,4758,4758,1.6,1.6,M.Bizot,152.0,2025-07-15,1991-03-10,False,p72147,90,0,0,1,0,0,0,0,0,0,3,0,29,19.6,0.0,0.0,2.0,1,12,0,0,1,0.00,0.00,0.00,1.43,71,12,363,50,308,49,154,12,,,,,,,0.0,3.0,0.0,0.0,1.43,0.0,366,19,30,5,30,5,222,30,1.0,1.0,0.0
True,False,0.0,0.0,462492,0,0,0,0,0,1,0.0,0.0,0,Joe,0.0,34,False,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,40,462492.jpg,0.0,False,Gauci,0.3,False,,u,2,7,0,0,0,2477,2477,0.0,0.0,Gauci,13.0,2024-02-01,2000-07-04,False,p462492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,300,45,296,29,239,28,316,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,63,308,44,308,44,333,50,0.0,0.0,0.0
True,False,0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,35,False,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,40,462381.jpg,0.0,False,Marschall,0.0,False,,u,2,7,0,0,0,194,194,0.0,0.0,Marschall,241.0,2021-12-13,2003-04-24,False,p462381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,299,44,295,28,238,27,315,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,624,62,307,43,307,43,643,76,0.0,0.0,0.0
True,True,,,199796,0,0,0,0,0,2,1.9,1.4,8,Matty,8.0,36,False,,,45,199796.jpg,8.0,False,Cash,3.3,False,,a,2,7,8,108705,108705,12807,12807,1.8,1.8,Cash,172.0,2020-09-03,1997-08-07,False,p199796,90,0,0,1,0,0,0,0,0,0,0,0,25,37.6,1.1,2.0,4.1,9,2,2,11,1,0.00,0.00,0.00,1.43,16,3,179,62,136,38,77,19,,,,,,,0.0,0.0,0.0,0.0,1.43,0.0,397,89,23,11,23,11,93,32,1.0,1.0,11.0
True,True,,,101188,0,0,0,0,0,2,1.9,1.4,6,Lucas,6.0,37,False,,,45,101188.jpg,6.0,False,Digne,2.1,False,,a,2,7,6,22166,22166,4996,4996,1.3,1.3,Digne,73.0,2022-01-13,1993-07-20,False,p101188,90,0,0,1,0,0,0,0,0,0,0,0,22,11.6,5.8,0.0,1.7,5,3,2,7,1,0.00,0.01,0.01,1.43,127,57,108,32,313,137,167,60,7.0,,2.0,,,,0.0,0.0,0.01,0.01,1.43,0.0,372,71,36,15,36,15,123,44,1.0,1.0,7.0
True,True,0.0,,199798,0,0,0,0,0,2,0.0,1.4,3,Ezri,3.0,38,False,Suspended until 31 Aug,2025-08-16T19:30:05.327199Z,45,199798.jpg,3.0,False,Konsa Ngoyo,19.6,False,,s,2,7,3,15911,15911,247198,247198,0.7,0.7,Konsa,241.0,2019-07-11,1997-10-23,False,p199798,65,0,0,1,0,0,0,0,0,1,0,0,15,1.8,1.1,0.0,0.3,3,1,0,3,1,0.00,0.01,0.01,1.11,224,88,180,63,335,152,248,87,,,,,,,0.0,0.0,0.01,0.01,1.54,0.0,398,90,85,36,85,36,23,9,1.38,1.38,4.15
True,True,,,441302,0,0,0,0,0,2,1.9,1.4,0,Ian,0.0,39,False,,,45,441302.jpg,0.0,False,Maatsen,0.9,False,,a,2,7,0,2154,2154,7040,7040,0.0,0.0,Maatsen,152.0,2024-06-28,2002-03-10,False,p441302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,413,192,412,192,371,173,428,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442,119,425,184,425,184,196,74,0.0,0.0,0.0
True,True,,,149484,0,0,0,0,0,2,1.9,1.4,6,Tyrone,6.0,40,False,,,45,149484.jpg,6.0,False,Mings,1.1,False,,a,2,7,6,20895,20895,3748,3748,1.3,1.3,Mings,241.0,2019-07-08,1993-03-13,False,p149484,90,0,0,1,0,0,0,0,0,0,0,0,25,13.0,3.7,0.0,1.7,5,2,0,5,1,0.00,0.00,0.00,1.43,116,51,126,38,326,147,168,61,,,,,,,0.0,0.0,0.0,0.0,1.43,0.0,385,81,37,16,37,16,172,67,1.0,1.0,5.0
True,True,,,244954,0,0,0,0,0,2,1.9,1.4,0,Pau,0.0,41,False,,,45,244954.jpg,0.0,False,Torres,0.5,False,,a,2,7,0,1769,1769,3643,3643,0.0,0.0,Pau,200.0,2023-07-12,1997-01-16,False,p244954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,406,191,405,191,363,172,421,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,116,418,183,418,183,246,91,0.0,0.0,0.0
True,True,25.0,25.0,606798,0,0,0,0,0,2,0.2,0.1,0,Andrés,0.0,42,False,Knock - 25% chance of playing,2025-08-10T22:00:04.418109Z,40,606798.jpg,0.0,False,García,0.3,False,,d,2,7,0,224,224,3044,3044,0.0,0.0,A.García,200.0,2025-01-21,2003-02-07,False,p606798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,355,156,352,157,297,126,371,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,688,224,364,146,364,146,322,118,0.0,0.0,0.0
True,True,,,106468,0,0,0,0,0,2,1.0,0.5,0,Álex,0.0,43,False,,,40,106468.jpg,0.0,False,Moreno Lopera,9.7,False,,a,2,7,0,17285,17285,38227,38227,0.0,0.0,Alex Moreno,200.0,2023-01-11,1993-06-08,False,p106468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,257,94,253,94,193,58,273,96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,579,151,265,83,265,83,44,16,0.0,0.0,0.0
