first_name,second_name,element_type,total_points,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,bonus,ict_index,clean_sheets,cards_per_90,points_per_90
Adam,Masina,DEF,25,0,1,1075,26,106.6,198.6,31.0,2,33.7,1,0.0,2.09
Ken,Sema,MID,26,0,0,844,16,159.9,84.8,51.0,0,29.5,2,0.11,2.77
Philip,Zinckernagel,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Isaac,Success Ajayi,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ayotomiwa,Dele-Bashiru,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ashley,Fletcher,FWD,3,0,0,28,0,0.5,9.0,20.0,0,3.0,0,0.0,0.0
Francisco,Sierralta,DEF,5,0,0,427,9,0.5,95.0,19.0,0,11.5,0,0.0,1.05
Domingos,Quina,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Marc,Navarro,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ismaila,Sarr,MID,81,5,2,1862,40,298.1,342.4,540.0,9,118.0,2,0.1,3.92
Jeremy,Ngakia,DEF,28,0,0,896,19,74.0,171.8,16.0,2,25.9,2,0.0,2.81
Ben,Wilmot,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Joseph,Hungbo,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Imrân,Louza,MID,31,0,0,1415,38,228.2,232.6,122.0,0,58.4,3,0.38,1.97
João Pedro,Junqueira de Jesus,FWD,60,3,1,1634,35,279.6,318.2,587.0,4,118.8,2,0.06,3.3
Kwadwo,Baah,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Emmanuel,Dennis,FWD,134,10,7,2579,60,453.4,667.6,932.0,21,205.2,3,0.28,4.68
Matthew,Pollock,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Oghenekaro Peter,Etebo,MID,10,0,0,396,8,33.2,47.0,10.0,0,9.0,0,0.68,2.27
Joshua,King,FWD,87,5,4,2244,47,444.1,391.8,692.0,5,152.4,3,0.2,3.49
Adedapo,Awokoya-Mebude,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Juan Camilo,Hernández Suárez,FWD,62,5,2,1138,34,289.4,303.6,397.0,8,98.5,1,0.24,4.9
Juraj,Kucka,MID,54,1,2,1917,34,164.2,304.8,353.0,2,82.1,2,0.19,2.54
Ozan,Tufan,MID,10,0,0,334,9,53.1,18.2,23.0,0,9.0,0,0.0,2.69
Robert,Elliot,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Nicolas,Nkoulou,DEF,5,0,0,167,2,10.7,23.4,0.0,0,3.5,0,0.0,0.0
James,Morris,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Vincent,Angelini,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kamil,Conteh,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Hassane,Kamara,DEF,38,1,0,1622,37,152.5,352.0,45.0,3,54.7,3,0.22,2.11
Samir,Caetano de Souza Santos,DEF,36,0,0,1674,36,24.7,292.2,121.0,0,43.9,4,0.22,1.94
Edo,Kayembe,MID,24,0,0,795,17,90.4,117.2,27.0,1,23.5,2,0.0,2.72
Samuel,Kalu,MID,7,0,0,221,6,31.9,21.8,24.0,0,7.8,1,0.0,0.0
Shaqai,Forde,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Tiago,Çukur,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Adrian,Blake,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jack,Grieves,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Kurt,Zouma,DEF,66,1,0,2078,29,32.8,496.2,131.0,5,66.2,5,0.04,2.86
Mark,Noble,MID,19,1,0,325,5,14.2,82.4,34.0,1,13.1,1,0.0,5.26
Darren,Randolph,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Lukasz,Fabianski,GK,136,0,0,3330,50,0.0,887.0,0.0,9,88.6,8,0.05,3.68
Angelo,Ogbonna,DEF,40,1,0,921,11,5.3,167.0,67.0,6,24.0,3,0.1,3.91
Winston,Reid,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Aaron,Cresswell,DEF,115,2,4,2726,38,542.4,575.0,151.0,17,127.0,7,0.1,3.8
Andriy,Yarmolenko,MID,25,1,0,303,4,62.9,75.2,150.0,0,28.5,1,0.3,7.43
Michail,Antonio,FWD,140,10,10,2975,43,613.5,611.6,1263.0,14,247.6,7,0.21,4.24
Craig,Dawson,DEF,90,2,3,2752,43,61.6,684.2,387.0,1,113.5,6,0.16,2.94
Ryan,Fredericks,DEF,7,0,0,303,6,31.6,29.6,4.0,0,6.6,0,0.3,2.08
Manuel,Lanzini,MID,92,5,3,1777,29,367.2,420.2,201.0,8,99.1,4,0.1,4.66
Arthur,Masuaku,DEF,29,1,1,645,12,57.2,178.2,39.0,3,27.5,1,0.14,4.05
Vladimir,Coufal,DEF,70,0,4,2207,36,331.5,415.8,161.0,3,90.6,6,0.16,2.85
Saïd,Benrahma,MID,138,8,6,2162,27,476.4,561.0,737.0,15,177.6,9,0.0,5.74
Jarrod,Bowen,MID,206,12,17,2987,46,624.6,819.4,1201.0,24,264.7,8,0.18,6.21
Declan,Rice,MID,95,1,4,3178,49,391.0,740.2,277.0,7,141.3,8,0.23,2.69
Tomas,Soucek,MID,114,5,1,3061,46,299.8,653.4,686.0,14,164.3,6,0.09,3.35
Pablo,Fornals,MID,117,6,4,2795,38,704.4,569.0,528.0,5,180.2,8,0.13,3.77
Issa,Diop,DEF,30,0,1,961,19,21.3,225.6,44.0,2,29.1,2,0.0,2.81
Ben,Johnson,DEF,48,1,0,1397,18,176.1,307.2,39.0,1,52.3,3,0.06,3.09
Alphonse,Areola,GK,2,0,0,90,1,0.0,20.4,0.0,0,2.0,0,0.0,0.0
Frederik,Alves,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Conor,Coventry,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Jamal,Baptiste,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Nikola,Vlasic,MID,30,1,0,549,10,122.8,85.4,115.0,0,32.3,1,0.0,4.92
Alex,Kral,MID,1,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Harrison,Ashby,DEF,1,0,0,6,1,1.0,2.0,0.0,0,0.3,0,0.0,0.0
Sonny,Perkins,MID,1,0,0,3,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ajibola,Alese,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Armstrong,Oko-Flex,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Pierre,Ekwah,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Daniel,Chesters,MID,1,0,0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
João Filipe Iria,Santos Moutinho,MID,96,2,1,2970,40,645.2,512.6,144.0,8,130.1,11,0.12,2.91
Rui Pedro,dos Santos Patrício,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Willy,Boly,DEF,17,0,0,900,20,18.0,157.2,27.0,0,20.3,1,0.1,1.7
Conor,Coady,DEF,138,4,0,3361,43,45.4,737.2,202.0,10,98.8,11,0.11,3.7
Raúl,Jiménez,FWD,101,6,5,2630,32,481.4,441.4,742.0,11,165.3,11,0.24,3.46
Romain,Saïss,DEF,109,2,0,2706,30,112.2,694.6,214.0,6,102.3,11,0.2,3.63
Fernando,Marçal,DEF,67,0,3,1448,14,187.3,247.2,135.0,5,56.3,6,0.19,4.16
Jonathan,Castro Otto,DEF,38,2,0,1022,22,159.5,203.0,144.0,2,50.7,2,0.09,3.35
Leander,Dendoncker,MID,76,2,3,1945,29,175.5,339.0,258.0,5,77.4,5,0.19,3.52
Adama,Traoré,MID,44,1,1,1069,10,271.1,192.0,300.0,0,76.6,5,0.0,3.7
Rúben Diogo,da Silva Neves,MID,95,4,2,2659,34,408.2,617.4,237.0,7,126.3,9,0.3,3.22
Nélson,Cabral Semedo,DEF,94,0,1,2131,18,289.3,346.2,266.0,9,90.3,9,0.04,3.97
Daniel,Castelo Podence,MID,70,2,3,1475,12,493.0,328.6,459.0,2,128.2,9,0.12,4.27
Max,Kilman,DEF,106,1,1,2688,25,68.8,587.8,207.0,5,86.5,10,0.1,3.55
Morgan,Gibbs-White,MID,1,0,0,7,0,0.7,0.0,24.0,0,2.1,0,0.0,0.0
Pedro,Lomba Neto,MID,22,1,1,459,14,193.9,68.4,200.0,0,46.1,0,0.59,4.31
Owen,Otasowie,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ki-Jana,Hoever,DEF,14,0,0,306,5,22.1,42.6,8.0,0,7.1,1,0.29,4.12
Andreas,Söndergaard,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Fabio,Silva,FWD,30,0,1,562,7,48.3,21.0,262.0,0,32.0,0,0.0,4.8
Yerson,Mosquera Valdelamar,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
John,Ruddy,GK,3,0,0,135,3,0.0,11.4,0.0,0,1.1,0,0.0,0.0
Francisco,Machado Mota de Castro Trincão,MID,66,2,1,1328,15,247.1,240.0,390.0,2,87.7,7,0.0,4.47
Rayan,Ait Nouri,DEF,87,1,4,1826,26,320.8,371.0,167.0,10,86.2,7,0.2,4.29
José,Malheiro de Sá,GK,146,0,1,3285,40,30.0,938.8,0.0,11,96.7,11,0.08,4.0
Patrick,Cutrone,FWD,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Luke,Cundle,MID,7,0,0,179,1,32.0,17.0,2.0,0,5.1,1,0.0,0.0
Chem,Campbell,MID,1,0,0,12,0,1.7,2.0,2.0,0,0.6,0,0.0,0.0
Christian,Marques,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Hee-Chan,Hwang,FWD,81,5,1,1811,22,258.6,318.0,433.0,11,100.5,7,0.1,4.03
Louie,Moulden,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
James,Storer,GK,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Hugo,Bueno,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Bruno André,Cavaco Jordão,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Toti António,Gomes,DEF,6,0,0,360,6,4.3,59.6,28.0,0,9.2,0,0.25,1.5
Dion,Sanderson,DEF,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ryan,Giles,MID,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Francisco Jorge,Tomás Oliveira,MID,20,0,3,203,5,83.4,99.4,118.0,2,30.1,0,0.0,0.0
